Damp soil
Elongated abdomen
Orb web
Dew-beaded silk
Spinneret cluster
Green carapace
Yellow markings
Metallic sheen
Leg annulations
Hub-centered
Smooth cuticle
Underside resting
Green legs
Long legs
streamside shrubs
visible spinnerets
yellow stripes
long chelicerae
glossy sheen
translucent legs
low vegetation
green flanks
dark annulations
slender carapace
leaf underside
underside resting
silvery abdomen
spined tibiae
elongate abdomen
orange venter
banded legs
black speckles
horizontal orb
head down
Horizontal orb web
Shrub understory
Iridescent silver
Yellow lateral spots
Red posterior patch
Elongate abdomen
Dark spinnerets
Metallic green
Leg spines
Glossy carapace
Green legs
Black annulations
Streamside shrubs
Slender legs
Orange venter
Central black band
Inverted hang
Ventral stripes
Stocky build
Robust chelicerae
Eye cluster
Copper setae
Blonde carapace
Foveal groove
Sandy substrate
Velvety hairs
Spinneret tips
Urticating patch
Scopula pads
Black femora
Pale patellae
Bicolor legs
Desert scrub
Downturned fangs
Silk burrow
Dark abdomen
stout chelicerae
chaparral scrub
broad carapace
eye cluster
granite soils
velvety setae
dark brown
matte sheen
thick femora
urticating patch
dense scopulae
bristly legs
silk rim
oval abdomen
central fovea
uniform coloration
long spinnerets
silk burrow
subdued markings
soil collar
Nocturnal roaming
Red clay
Cheliceral fangs
Silk-lined burrow
Dark femora
Tan carapace
Thick femora
Tibial spurs
Palpal bulbs
Rusty setae
Bald abdomen
Stocky legs
Urticating patch
Velvet hairs
Dry grasses
Long spinnerets
Scopula pads
Webbed rim
Ocular tubercle
Prairie soil
Golden setae
Dark brown
Oval abdomen
Thick spinnerets
Sagebrush scrub
Scopulate tarsi
Ebony legs
Copper carapace
Velvety hairs
Low eye mound
Bald spot
Glossy chelicerae
Rounded carapace
Tibial spurs
Palpal bulbs
Silk burrow
Stout body
Urticating patch
slender legs
pale cream
short spinnerets
red stripes
ringed joints
eight eyes
central blotch
globose abdomen
tangle web
small size
tarsal comb
glossy cuticle
translucent legs
dark carapace
hedgerow shrubs
greenish sheen
garden nettles
leaf retreat
leg annulations
under eaves
outdoor furniture
tawny brown
mottled abdomen
corner retreats
lateral spots
urban crevices
globose abdomen
glossy carapace
tangle web
tarsal comb
geometric dorsum
banded legs
sparse setae
spiky sac
orange hourglass
slender pedicel
Black legs
Bulbous abdomen
Under ledges
Dark chelicerae
Slender legs
Lateral spots
Urban crevices
Red stripe
Prominent spinnerets
Tarsal comb
Fine setae
Egg sacs
Shiny carapace
Corner retreat
Irregular cobweb
Dry shelters
Glossy black
Compact pedipalps
Anterior spot
Gumfooted threads
Tiny spinnerets
Bulbous abdomen
Red hourglass
Long tarsi
Woodpiles
Inverted posture
Glossy black
Shiny carapace
Smooth exoskeleton
Shadowed crevices
Dorsal unmarked
Comb feet
Slender legs
Irregular cobweb
Ventral display
Under eaves
Silk retreat
Papery sac
Slender legs
Lateral spots
Short spinnerets
Shiny black
Sand substrate
Red stripe
Tarsal comb
Cobweb tangle
Small carapace
Spinifex clumps
Gumfoot lines
White margins
Globose abdomen
Driftwood retreat
Silk retreat
Coastal dunes
Pingao fronds
Banded legs
Bulbous palps
Small cephalothorax
Unmarked dorsum
Bulbous abdomen
Red hourglass
Glossy cuticle
Gumfoot lines
Silken retreat
Ventral mark
Slender legs
Smooth ootheca
Jet black
Unbanded legs
Dark crevices
Low web
Narrow pedicel
Irregular cobweb
Tarsal comb
Inverted hang
dorsal red spots
slender legs
gumfoot lines
short spinnerets
glossy black
tangled cobweb
woodpile shelter
small carapace
globose abdomen
uniform black legs
tarsal comb
silken retreat
hourglass gap
thin pedicel
ventral triangles
dark crevice
smooth cuticle
split hourglass
Translucent legs
Amber carapace
Inverted hang
Glossy cephalothorax
Eye cluster
Eight eyes
Suspended eggsac
Sparse spines
Glue droplets
Mottled brown
Tarsal comb
Pale chevrons
Gumfoot lines
Window corners
Globose abdomen
Corner retreat
Cardiac mark
Banded legs
Chaotic cobweb
Bulbous pedipalps
Pale joints
Hourglass absent
Cream markings
Bulbous abdomen
Slender legs
Corner retreats
Reddish legs
Short spinnerets
Eight eyes
Dorsal band
Rock crevices
Gumfoot lines
Matte abdomen
Dark brown
Female larger
Glossy carapace
Comb setae
Coastal shrubs
Lateral patches
Irregular cobweb
unpatterned dorsum
globose abdomen
reddish legs
pale crescent
faint annulations
gumfoot lines
glossy abdomen
polished carapace
cobweb tangle
corner retreat
slender legs
dark joints
web debris
purple sheen
faint mottling
small carapace
papery sac
long tarsi
tarsal comb
dark mahogany
Reddish legs
Pale folium
Glossy cuticle
Short spinnerets
Leg banding
Eight eyes
Gumfoot lines
Urban crevices
Bronze carapace
Globose abdomen
Dark tarsi
Purplish brown
Corner retreat
Irregular cobweb
Tarsal comb
Window frames
Bulbous palps
Skull pattern
slender legs
corner webs
inverted posture
dark cephalothorax
indoor crevices
papery egg sacs
brown triangles
elongate oval
glossy carapace
zigzag bands
small size
annulated legs
tangle web
translucent legs
slightly flattened
triangular mottling
pale abdomen
gumfoot threads
Red stripes
Sparse setae
Crab stance
Laterigrade legs
White morph
Broad abdomen
Petal camouflage
Yellow morph
Daisy petals
Color shifting
Flower ambush
Smooth carapace
Cardiac mark
Translucent legs
Long forelegs
Goldenrod perch
Dark eye rings
Matte cuticle
petal ambush
red flanks
daisy petals
white morph
glossy carapace
flared abdomen
white eyeline
ovate abdomen
raptorial legs
banded legs
swollen palps
tiny male
white band
large female
matte dorsum
goldenrod perches
yellow morph
sideways legs
Macrosetae
Dorsal flecks
Posterolateral angles
Cream morph
Flattened profile
Mottled brown
Fine setae
Trapezoid abdomen
Eye tubercles
Leaf camouflage
Olive green
Ambush posture
Matte cuticle
Robust forelegs
Crab stance
Laterigrade legs
Twig hugging
Sideways scuttle
Cardiac mark
Foliage habitat
Napoleon hat
Black carapace
Short setae
Contrasting colors
Dorsal mask
Glossy cephalothorax
White morph
Daisy discs
Petal perch
Crablike stance
Elongate forelegs
Flower ambusher
Yellow morph
Dark legs
Matte abdomen
Globose abdomen
Laterigrade legs
Umbellifer blooms
No web
Red morph
Sparse setae
Pointed corners
Magenta flanks
Dorsal ridge
White morph
Triangular opisthosoma
Daisy heads
Angular abdomen
Crablike stance
Glossy cuticle
Yellow morph
Petal matching
Pink morph
Lateral streaks
Greenish carapace
Robust forelegs
Laterigrade legs
Two eye rows
Fine granulation
Dark eye tubercles
Bark camouflage
Irregular eyes
Ocular mask
Scopulate tarsi
Crevice retreats
Indoor corners
Carapace bands
Folium pattern
Flattened profile
Strong spines
Mottled brown
Cardiac mark
Velvety setae
Long forelegs
Pale underside
House walls
Window frames
Annulated legs
Anterior legs
Eyeless
Hyaline
Featherclaws
Microtubercles
Prodorsal shield
Blister galls
Median ridge
Tapered posterior
Cream-white
Erineum patches
Downturned rostrum
Elm leaves
Annulated body
Genital coverflap
Vermiform
Leaf underside
Scapular setae
Two legpairs
Admedian lines
Anterior legs
Translucent cream
Sumac host
Four legs
Featherclaws
Reddish felt
Microtubercles
Prodorsal shield
Poison ivy
Velvet erineum
Along veins
Tapered posterior
Short rostrum
Annulated rings
No eyes
Spindle-shaped
Vermiform
Leaf underside
Scapular setae
Pale yellow
Abaxial erinea
Margin rolling
Two forelegs
Leaf blistering
Felted patches
Subcapitulum wedge
Vermiform body
Microtubercles
Prodorsal shield
Willow leaves
Featherclaw empodium
Median lines
Annulated rings
Lateral microsetae
Dorsal granules
Pale straw
Hyaline cuticle
Scapular setae
Stylet rostrum
Fusiform tapering
Translucent cream
Four legs
Eyeless
Crimson spindles
Leaf galls
Underside pits
Vein clusters
Black cherry
Vermiform body
Microtubercles
Prodorsal shield
Featherclaw empodium
Piercing stylets
Minute size
Upper surface
Body annuli
Slender rostrum
Spindle galls
Scapular setae
Tapered tail
Featherclaw tarsi
Four legs
Reddish tips
Eyeless
Finger-like galls
Ring microtubercles
Upper leaf
Translucent
Cigar-shaped
Vermiform body
Prodorsal shield
Tapered posterior
Pale cream
Annulated cuticle
Small gnathosoma
Felted interior
Underside slit
Nail galls
Linden host
Styliform rostrum
Translucent white
Four legs
Dorsal setae
Smooth domes
Upper leaf
Microscopic
Blackened galls
Microtubercles
Slender stylets
Prodorsal shield
Featherclaw empodium
Tapered posterior
Clustered patches
Annulated rings
Short gnathosoma
Green-red
Vermiform
Maple bladders
Gall-dwelling
Elongate body
Sparse setae
Reddish-brown
Oval body
Eleven festoons
Long palps
Hypostome barbs
Posterior groove
Glossy scutum
Marginal eyes
Leaf litter
White-tailed deer
Silvery spot
Visible capitulum
Long mouthparts
Coxal spurs
Male speckling
Comma spiracles
Punctate scutum
Leathery alloscutum
Flattened body
cream mottling
dorsoventral flattening
short palps
reddish legs
oak woodland
chaparral scrub
punctate scutum
rectangular capitulum
comma spiracles
eleven festoons
questing posture
coxal spurs
engorged gray
coarse granulation
enamel sheen
brown marbling
cervical grooves
ornate scutum
ovoid body
lateral eyes
Rectangular basis
Punctate scutum
Leathery alloscutum
Ornate scutum
Silvery mottling
Mahogany brown
Broad palps
Subanal plates
Bispurred coxa
Lateral grooves
Adanal plates
Engorged gray
Oval spiracles
Short mouthparts
Posterior festoons
Grassy edges
Cervical grooves
Lateral eyes
Sparse setae
Black legs
Dark scutum
Fine punctures
Bidentate coxa
No festoons
Male conscutum
Long palps
Questing stems
Leaf litter
Porose areas
Visible capitulum
Single-spur coxae
Oval spiracles
No eyes
Inornate scutum
Oak woodland
Preanal groove
Barbed hypostome
Reddish body
Reddish-brown
Small scutum
Short setae
No festoons
Eyeless
Clawed tarsi
Leathery cuticle
Haller's organ
Dark legs
Flattened oval
Oval spiracles
Elongate palps
Inornate scutum
Rectangular basis
Punctate scutum
Entire scutum
Grass blades
Long capitulum
Questing pose
Preanal groove
Hard tick
Black legs
Dark scutum
No festoons
Anterior anal-groove
Engorged gray
Punctate surface
Long palps
Rectangular capitulum
Glossy scutum
Leaf litter
Haller's organ
Questing posture
Long mouthparts
Woodland understory
No eyes
Inornate scutum
Orange-brown body
Flattened body
Barbed hypostome
Dorsal scutum
Long legs
Oval body
Stone walls
Hairy palps
Pale saddle
Leaf litter
Fused tagma
Median eyes
Low ocularium
Granulate dorsum
Dorsal chevrons
Short chelicerae
Slender tarsi
Dark mottling
Matte cuticle
Damp woodland
Leg II longest
Mossy stones
Annulated legs
pale venter
fused dorsum
banded tibiae
slender femora
long legs
dark saddle
leg II longest
urban walls
orange-brown
minute spines
fine granulation
small chelicerae
short pedipalps
black knees
oval body
wall corners
tree bark
low ocularium
matte cuticle
pale flanks
Eye turret
Lateral pale bands
Fence posts
Oval body
Granular dorsum
Grass stems
Threadlike legs
Speckled gray
Smooth ocularium
Leaf litter
Short chelicerae
Saddle patch
Dark knees
Tiny pedipalps
Matte cuticle
Garden walls
Mottled tan
Leg II longest
Banded legs
No waist
rounded body
dark brown
pale coxae
leaf litter
tiny chelicerae
elongated tarsi
eye mound
threadlike legs
garden walls
midline stripe
glossy dorsum
compact scutum
tree bark
pale knees
pale saddle
ringed femora
very long legs
slender pedipalps
smooth scutum
slender tarsi
small body
fused tagma
tiny chelicerae
second-leg longest
bark perches
long legs
dark saddle
pale margins
rounded dorsum
leaf litter
wall clusters
dark femora
threadlike tibiae
short pedipalps
knee annuli
low ocularium
matte cuticle
mottled tan
slender legs
smooth cuticle
dark flanks
day clusters
tiny chelicerae
tan dorsum
fine setae
eye mound
knee rings
long tarsi
building siding
banded legs
short pedipalps
oval body
amber joints
tree trunks
longitudinal stripes
pale midline
Bark crevices
Bulbous telson
Lateral ocelli
Pectinal combs
Straw yellow
Stripeless dorsum
Uniform tan
Dorsal carinae
Slender metasoma
Slender pedipalps
Median eyes
Semi translucent
Long fingers
Metasomal keels
Sensory setae
Curved aculeus
UV fluorescence
Slender chelae
Granulate carapace
Subaculear tubercle
rock crevices
slender tail
pectinal combs
pale legs
dark telson
pale midline
straw yellow
bulbous vesicle
two stripes
ocular triangle
glossy cuticle
slender pedipalps
under bark
darker joints
long metasoma
pale tan
narrow chelae
fine granulation
lateral eyes
Granulate cuticle
Olive tan
Dark carapace
Bulbous telson
Translucent legs
Comb teeth
Caliche flats
Enlarged manus
Bristly metasoma
Eye shine
Sandy burrow
Robust chelae
Median eyes
Thick tail
Desert scrub
Long pectines
Hairy pedipalps
Curved stinger
Pale yellow
Lateral eyes
Slender pedipalps
Raised carinae
Pale amber
Median eyes
Matte granulate
Lateral eyes
Faint mottling
Dorsal setae
Narrow chelae
Translucent tarsi
Curved aculeus
Desert leaf litter
Telson vesicle
Dark sting tip
Elongate metasoma
Pale legs
Rocky substrate
Pectinal combs
Brown striping
Median eyes
Pectine combs
Tan body
Tail stripes
Stout metasoma
Dark joints
Dark fingers
Curved aculeus
Dorsal carinae
Slender chelae
Pale legs
Granular keels
Amber telson
Under stones
Rocky desert
Matte cuticle
Lateral eyes
Slender tail
Granular carapace
Alkali flats
Sand-beige
Saltbush litter
Trichobothria spots
Sandy burrow
Bulbous vesicle
Dark aculeus
Narrow chelae
Setose body
Dusky carinae
Spinose tibiae
Pale legs
Pectine combs
Semi-translucent
UV fluorescence
Elongate fingers
Annular segments
Sparse setae
Redwood duff
Uniform dorsum
Mossy logs
Serrate carinae
Subaculear tubercle
Matte tergites
Amber telson
Slender metasoma
Leaf litter
Slender pedipalps
Median eyes
Narrow chela
Pale legs
Dark brown
Curved aculeus
Under logs
Short pectines
Granulate carapace
Lateral eyes
Granular carapace
Bulbous telson
Pectinal teeth
Rock crevices
Robust metasoma
Leaf litter
Median eyes
Slender pedipalps
Dorsal keels
Carinate pedipalps
Dark aculeus
Granulate tergites
Narrow chelae
Moist hardwoods
Trapezoid carapace
Pale legs
Subtle banding
Amber-brown
Mottled dorsum
Lateral eyes
Dark dorsum
Forcipule fangs
Rotten wood
Glossy cuticle
Orange head
Flattened body
Slender profile
Ultimate legs spiny
Ocelli cluster
Pale venter
Under bark
Leaf litter
Yellow legs
21 pairs
Orange tailplate
Smooth tergites
Pale margins
Long antennae
Paramedian sutures
Forcipule fangs
Banded tergites
Rocky crevices
Glossy cuticle
Flattened body
Dark crossbands
Lateral spiracles
Dry stonewalls
Reddish headplate
Elongate terminal legs
Ultimate leg spines
Yellow legs
Smooth tergites
Coxosternal teeth
Ringed antennae
Tergite sutures
Leaf-litter habitat
rocky crevices
curved claws
spined prefemora
orange telson
forcipular fangs
banded antennae
yellow legs
dark dorsum
olive tergites
arid scrub
flattened profile
paramedian sutures
desert substrate
elongated body
long antennae
glossy exoskeleton
segmented plates
ultimate legs
ocelli clusters
red head
Paramedian sutures
Ultimate legs
Forcipular fangs
Segmented trunk
Spiracle slits
Glossy cuticle
Orange head
Rocky crevices
Cephalic plate
Prefemoral spines
Desert substrate
Tiger banding
Striped dorsum
Ocellar cluster
Pale legs
42 legs
Under-rock shelter
Long antennae
Ultimate legs
Banded antennae
Glossy cuticle
Filiform antennae
Semi-translucent
Splayed stance
Rapid gait
Damp corners
Yellow-gray
Elevated body
Faceted eyes
Banded legs
Indoor walls
Bathroom tiles
15 pairs
Large eyes
Long legs
Dorsal stripes
Cylindrical body
Light aggregation
Many segments
Midbody widest
Segment sutures
Tight coil
Rounded telson
Shiny black
Short antennae
Ventral pale
Night swarms
Leaf litter
Smooth tergites
Lateral pores
Glossy cuticle
Damp ground
Annulated rings
Pale legs
Wall clusters
Tapered ends
Cream legs
Narrow prozonites
Small head
Acute corners
Pale margins
Chocolate brown
Tapered telson
Leaf litter
Smooth tergites
Annulate antennae
20 segments
Broad metazonites
Under pots
Greenhouse soil
Winglike paranota
Flattened body
Glossy sheen
Ozopore spots
Long antennae
Lateral bands
Appalachian forests
Coiled posture
Rotten logs
Wide paranota
Leaf litter
Smooth tergites
Yellow paranota
Glossy cuticle
Paired spots
Aposematic colors
Large collum
Black dorsum
Flat-backed
Moist substrate
Slender antennae
Lateral ozopores
Yellow legs
Multi-segment
Eyeless head
Redwood duff
Mossy logs
Lateral keels
Tight coil
Wide paranota
Short antennae
Pacific Northwest
Yellow spots
Smooth segments
Leaf litter
Aposematic pattern
Glossy cuticle
Paired spots
Black dorsum
Flat-backed
Blunt telson
Ozopore row
Yellow legs
Eyeless head
Damp forest
Garden mulch
Yellow collum
Moist humus
Cylindrical body
Reddish legs
Tapered telson
Tight coil
Short antennae
Tropical ground
Bumblebee stripes
Leaf litter
Smooth tergites
Black body
Glossy cuticle
Rounded head
Lateral ozopores
Under logs
Rotting wood
Annular sutures
Yellow bands
deep annuli
leaf litter
scent pores
many segments
tight coil
ocelli patch
rusty red
double legs
conical telson
glossy cuticle
pale legs
mulch beds
preanal ring
cylindrical body
collum shield
after rain
beaded antennae
short antennae
Dark peduncle
Clustered colonies
Glossy white
Smooth plates
Orange margins
Ocean surface
Radial striations
Triangular capitulum
Feathery cirri
Flotsam attached
Five plates
Driftwood rafted
Buoy fouling
Narrow carina
Paired terga
Overlapping valves
Gooseneck stalk
Paired scuta
Leathery peduncle
Long peduncle
Feathery legs
Clustered colonies
Leathery stalk
Translucent cirri
Segmented cirri
Glossy surface
Orange margins
Brown peduncle
Dorsal carina
Ventral aperture
Growth striae
Ivory plates
Calcareous plates
Driftwood substrate
Paired terga
Buoy attachment
Paired scuta
Long peduncle
Small rostrum
Elongate capitulum
Growth ridges
Embedded spicules
Splash zone
Blackish stalk
Tight clusters
White plates
Mussel beds
Triangular capitulum
Aperture slit
Wave-swept rocks
Foamy surf
Leathery peduncle
Feathered cirri
Beaked carina
Wrinkled surface
Scaly cuticle
Eroded edges
Calcareous armor
eroded apex
six plates
conical shell
serrate sutures
rock encrusting
mussel shells
chalky white
narrow radii
dock pilings
purple banding
gray plates
splash zone
feathery cirri
crowded clusters
rhomboid aperture
calcareous base
circular base
dark operculum
vertical striae
low volcano
Thumbnail-sized
Diamond aperture
Crowded clusters
Intertidal rocks
Conical shell
Rock encrusting
Feathery cirri
Radial sutures
Growth rings
Chalky white
Membranous base
Hexagonal packing
Triangular operculum
North Atlantic
Six plates
Eroded tips
Splash zone
Ribbed parietes
eroded apex
brown ridges
six plates
conical shell
wave exposed
whitish gray
radiating ribs
feathery cirri
crowded clusters
thatched texture
transverse striations
flared base
mid intertidal
opercular plates
on pilings
calcareous wall
rough surface
rocky shores
volcano shaped
diamond aperture
Diamond aperture
Rough texture
Thick walls
Brick-red
Pink hues
Thatched ridges
Clustered groups
Conical shell
Opercular plates
Crowded mosaics
Wave-swept rocks
Chalky white
Volcano form
Mid intertidal
Four plates
Calcified base
Radial ribs
Apical opening
Heavily sclerotized
Leg spines
Mountain slopes
Ovate body
Nocturnal
Pronotal shield
Short cerci
Tarsal claws
Robust femora
Leaf litter
Smooth tergites
Glossy cuticle
Beaded antennae
Under rocks
Mahogany brown
Flattened body
Wingless
Concealed head
No tegmina
Long antennae
Leaf green
At lights
Cream venter
On foliage
Pale margins
Long tegmina
Pronotal shield
Broader female
Visible cerci
Glossy wings
Slender male
Tarsal pads
Banana leaves
Leaf mimic
Flattened body
Translucent wings
Fine venation
Palm fronds
Concealed head
Spined legs
Pronotal shield
Short cerci
Leathery forewings
Glossy brown
Robust femora
Uniform dark
Leaf litter
Burrowing roach
Soil tunnels
Short tegmina
Rounded abdomen
Smooth cuticle
Convex dorsum
Ovoid body
Spined tibiae
Head concealed
Greenhouse pots
Moist soil
Long antennae
Flightless female
Damp habitats
Spiny tibiae
Sewer grates
Leaf litter
Ovoid profile
Glossy cuticle
Broad pronotum
Long cerci
Short tegmina
Jet black
Dark legs
Leathery wings
Oily sheen
Wing pads
Flattened body
Brachypterous female
Head concealed
Filiform antennae
Dark mahogany
Robust abdomen
Reddish-brown
Tarsal pulvilli
Shield pronotum
Male styli
Kitchen drains
Spiny tibiae
Leathery tegmina
Margined pronotum
Hypognathous head
Large eyes
Glossy cuticle
Long cerci
Overlong wings
Flattened body
Filiform antennae
Sewer pipes
Cursorial legs
Damp crevices
Wing venation
Long antennae
Garden mulch
Translucent tips
Light attracted
Full tegmina
Yellow-edged pronotum
Leaf litter
Overhanging wings
Glossy cuticle
Long cerci
Mahogany brown
Subtropical habitats
Tarsal pads
Under bark
Flattened body
Tibial spines
Filiform antennae
Concealed head
Pale-margined wings
Dark pronotum
Humeral patches
tarsal pads
dark venter
long wings
filiform antennae
tarsal claws
smooth dorsum
wing overlap
glossy cuticle
pronotal shield
spiny tibiae
concealed head
dark pronotum
mahogany brown
veined tegmina
leaf litter
uniform coloration
elongate oval
long antennae
slender cerci
rain gutters
Beetlelike
Hyaline margins
Stained-glass
Spiny tibiae
Visible venation
Dark disc
Amber tegmina
Leaf litter
Shrub canopy
Median blotch
Palmetto fronds
Sunlit foliage
Translucent edges
Glossy tegmina
Pale submargins
Flattened body
Bark surfaces
Filiform antennae
Ovoid pronotum
Rounded wingtips
Black head
Long rostrum (♀)
Reddish legs
Fine striae
Narrow pronotum
Enlarged mandibles (♂)
Cut oak
Rounded humeri
Parallel elytra
Glossy cuticle
Oak bark
Basal antennae
Trivittate elytra
Ochre elytra
Straight rostrum
Filiform antennae
Hardwood logs
Short rostrum (♂)
Elongate body
Black vittae
S-shaped galleries
woodpecker flecking
purple underside
emerald green
epicormic shoots
longitudinal striae
bullet-shaped
narrow elytra
coppery pronotum
ash canopy
dark legs
large eyes
grooved vertex
flattened body
iridescent sheen
rounded apices
pronotal flare
sunlit bark
D-shaped holes
bark splits
fine punctures
serrate antennae
glossy sheen
punctate striae
charred wood
flattened back
green legs
black tarsi
sunlit logs
metallic iridescence
golden epipleura
golden pronotum rim
flared pronotum
golden edges
golden suture
large eyes
tapered apex
subtle costae
emerald green
elongated oval
conifer bark
serrate antennae
Giant size
Rowed punctures
Black pits
Broad oval
Rainbow sheen
Green gold
Pitted elytra
Elytral shoulders
Serrate antennae
Kidney eyes
Tapered apex
Coppery underside
Ceiba trunks
Spiny tibiae
Magenta edges
Sunlit bark
Bell pronotum
Metallic iridescence
paired stripes
dark tarsi
black elytra
filiform antennae
dark antennae
matte sheen
orange pronotum
flower heads
pronotal spot
leathery elytra
fine pubescence
rounded humeri
orange legs
parallel sides
acute apices
meadow edges
soft bodied
orange head
goldenrod blooms
elongate body
Rounded elytra
Black head
Velvety sheen
Black elytra
Orange pronotum
Soft body
Pronotal spot
Parallel body
Fine pubescence
Orange legs
Exposed tergites
Meadow grasses
Dark tarsi
Large eyes
Hedgerow blossom
Umbel flowers
Matte elytra
Black antennae
Filiform antennae
Elongate body
Pale femora
Orange pronotum
Protruding head
Soft elytra
Fine pubescence
Flower perches
Triangular scutellum
Meadow grasses
Dark tarsi
Parallel-sided
Black antennae
Filiform antennae
Straw elytra
Velvety texture
Pronotal blotch
Hedge margins
Elongate body
Dark head
Long legs
Black head
Black elytra
Orange femora
Slender
Orange tibiae
Fine pubescence
Rounded humeri
Rounded apices
Black pronotum
Large eyes
Matte
Trapezoid pronotum
Soft-bodied
Parallel-sided
Small scutellum
Umbellifer blooms
Threadlike antennae
Orange rim
Black tarsi
Long legs
Exposed head
Black antennae
On blossoms
Amber legs
Black elytra
Orange pronotum
Filiform antennae
Elytral suture
Leathery elytra
Rounded apex
Central black spot
Triangular scutellum
Soft-bodied
Elongate body
Black tarsi
Pale humeri
Pollen-dusted
Fine pubescence
Black head
Orange pronotum
Orange femora
Fine hairs
Parallel body
Meadow blooms
Flower perches
Truncate tips
Sutural stripe
Narrow pronotum
Black margins
Dark tarsi
Soft-bodied
Sunlit edges
Filiform antennae
Pronotal blotch
Pollen dusted
Long legs
Matte sheen
Yellow elytra
Black head
Narrow neck
Orange pronotum
Pronotal spot
Slender legs
Compound eyes
Soft elytra
Black apex
Dark tarsi
Fine setae
Goldenrod blooms
Soft-bodied
Yellow margins
Pollen coated
Filiform antennae
Black suture
Autumn flowers
Elongate body
Flattened dorsum
Matte sheen
Orange-red
Orange pronotum
Mating pairs
Orange femora
Soft elytra
Slender
Summer peak
Pubescent
Dark tarsi
Large eyes
Umbellifers
Parallel elytra
Black mandibles
Soft-bodied
Black antennae
Filiform antennae
Meadow flowers
Satin sheen
Dark head
Long tibiae
forest edges
copper rim
ridged elytra
leaf litter
purple margins
bulging eyes
metallic emerald
punctate striae
glossy cuticle
green venter
blue-black legs
violet pronotum
pronounced humeri
filiform antennae
cordate pronotum
curved mandibles
blue-green head
long legs
Convex body
Matte black
Fused elytra
Rounded shoulders
Cordate pronotum
Elongate oval
Leathery elytra
Leaf litter
Rugose surface
Forest floor
Tarsal pads
Strong mandibles
Bulging eyes
Spined tibiae
Filiform antennae
Wingless
Longitudinal ridges
Granulate texture
Long legs
Broad head
Fused elytra
Rounded shoulders
Triple carinae
Rounded apex
Cordate pronotum
Metallic bronze
Wet meadows
Marsh margins
Tibial spurs
Leaf litter
Narrow pronotal base
Black underside
Brown-black legs
Dilated foretarsi
Bulging eyes
Filiform antennae
Riverbanks
Granulate elytra
Broad head
Punctate intervals
Rounded pronotum
Fused elytra
Prominent eyes
Violet margins
Under stones
Sickle mandibles
Elongate-oval
Catenulate pits
Bronze elytra
Leaf litter
Hairy tarsi
Spurred tibiae
Triple rows
Beaded margins
Flattened body
Filiform antennae
Granular microsculpture
Copper sheen
Long legs
Longitudinal grooves
white labrum
narrow pronotum
tibial spines
filiform antennae
metallic green
metallic legs
apical lunule
open clearings
riverine habitats
sickle mandibles
long legs
large eyes
punctate elytra
sunlit ground
golden spots
iridescent sheen
humeral lunule
violet margins
sandy banks
Large head
Bulging eyes
White labrum
Humeral spot
Punctate elytra
Long legs
Blue venter
Bare sand
Filiform antennae
Reddish femora
Narrow pronotum
Hooked mandibles
Short turf
Apical lunule
Metallic sheen
Spurred tibiae
Iridescent green
Cream spots
Rounded spots
Open sun
Sandy shorelines
Twelve spots
Shiny elytra
White maculations
Metallic green
Narrow pronotum
Micropunctate surface
Wet sand
Humeral spots
Symmetric pattern
Curved mandibles
River sandbars
Iridescent underside
Bulging eyes
Filiform antennae
Apical spots
Long legs
Broad head
Punctate elytra
Elytral lunules
Green pronotum
Apical lunule
Sickle mandibles
Ivory maculations
Pink elytra
Narrow pronotum
Fast runner
Scalloped spots
Open sand
Emerald head
Bulging eyes
Green underside
Filiform antennae
Glossy sheen
Metallic copper
Humeral spot
Sand dunes
Long legs
white labrum
curved mandibles
sandy elytra
apical lunule
glossy dorsum
elytral punctures
hairy pronotum
metallic venter
long legs
spiny tibiae
broken lunules
bulging eyes
metallic head
pale maculations
white setae
metallic pronotum
shoreline sand
sandbar habitat
humeral lunule
median band
Glossy pronotum
Cream maculations
Apical lunule
Sickle mandibles
Pale margins
Metallic bronze
White labrum
Granular punctures
Narrow pronotum
Median band
Green head
Labrum spot
Open sand
Iridescent underside
Bulging eyes
Filiform antennae
Sandy dunes
Riverbanks
Humeral spot
Long legs
pale tibiae
narrow pronotum
curved mandibles
filiform antennae
lichen mats
reduced maculations
shagreened texture
gravel bars
metallic venter
slender legs
bulging eyes
bronzy sheen
metallic pronotum
velvety black
long labrum
bluish margins
sandy barrens
open conifers
matte elytra
fine punctures
Sparse setae
Ocellate spots
Bulging eyes
Smooth elytra
Sickle mandibles
Glossy cuticle
Sandy flats
Median ocellus
Filiform antennae
Bronze-green
Humeral macule
Narrow pronotum
Micropunctate
Sun-exposed
Metallic sheen
Apical lunule
Cream macules
Long tibiae
narrow pronotum
olive bronze
filiform antennae
metallic green
apical lunule
gravel bars
cordate pronotum
sickle mandibles
long legs
humeral spot
bulging eyes
punctate surface
elytral lunules
glossy elytra
pale maculations
pale labrum
sandy riverbanks
iridescent sheen
median band
labral tooth
Dense punctures
Reduced spots
Wide head
Dark femora
Narrow pronotum
Satin sheen
Pale labrum
Bare soil
Lateral dots
Curved mandibles
Sunlit patches
Matte elytra
Open ground
Bulging eyes
Slender tibiae
Filiform antennae
Greenish head
Bronze pronotum
Gravel lots
Long legs
Elytral punctures
Humeral lunule
Iridescent sheen
Sickle mandibles
Apical lunule
